Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
CHILTON INVESTMENT COMPANY INC.,Sherwin-Williams Co.,SHW,2017-03-31,SH,1464957.0,151472000.0,1800678.0,161305000.0,5.8977,6.5372,1,1,-18.644144,reduction,MATERIALS,11358
CHILTON INVESTMENT COMPANY INC.,Home Depot Inc. (The),HD,2017-03-31,SH,878297.0,128960000.0,1045814.0,140223000.0,5.0212,5.6828,2,2,-16.017858,reduction,CONSUMER DISCRETIONARY,354
CHILTON INVESTMENT COMPANY INC.,Caseys General Stores Inc.,CASY,2017-03-31,SH,957550.0,107485000.0,972363.0,115595000.0,4.185,4.6847,3,4,-1.523402,reduction,CONSUMER STAPLES,6109
CHILTON INVESTMENT COMPANY INC.,Berkshire Hathaway Inc Class B,BRK.B,2017-03-31,SH,598777.0,99804000.0,25017.0,4077000.0,3.886,0.1652,4,56,2293.480433,addition,FINANCE,2827
CHILTON INVESTMENT COMPANY INC.,Whirlpool Corp. (DE),WHR,2017-03-31,SH,573374.0,98236000.0,300359.0,54596000.0,3.8249,2.2126,5,17,90.896228,addition,CONSUMER DISCRETIONARY,476
CHILTON INVESTMENT COMPANY INC.,Microsoft Corp.,MSFT,2017-03-31,SH,1474619.0,97118000.0,1582747.0,98352000.0,3.7814,3.9859,6,6,-6.831667,reduction,INFORMATION TECHNOLOGY,178
CHILTON INVESTMENT COMPANY INC.,Ball Corp.,BALL,2017-03-31,SH,2362290.0,87712000.0,1803816.0,67706000.0,3.4151,2.7439,7,12,30.960697,addition,MATERIALS,11340
CHILTON INVESTMENT COMPANY INC.,FedEx Corporation,FDX,2017-03-31,SH,443679.0,86584000.0,254694.0,47424000.0,3.3712,1.922,8,20,74.200806,addition,TRANSPORTS,485
CHILTON INVESTMENT COMPANY INC.,Martin Marietta Materials Inc.,MLM,2017-03-31,SH,386222.0,84293000.0,182676.0,40468000.0,3.282,1.64,9,25,111.424599,addition,MATERIALS,3842
CHILTON INVESTMENT COMPANY INC.,Citigroup Inc.,C,2017-03-31,SH,1297016.0,77587000.0,0.0,0.0,3.0209,,10,999999,,new,FINANCE,216
CHILTON INVESTMENT COMPANY INC.,Phillips 66,PSX,2017-03-31,SH,945573.0,74908000.0,0.0,0.0,2.9166,,11,999999,,new,ENERGY,122450
CHILTON INVESTMENT COMPANY INC.,Union Pacific Corp.,UNP,2017-03-31,SH,699039.0,74042000.0,703825.0,72973000.0,2.8829,2.9574,12,11,-0.679999,reduction,TRANSPORTS,473
CHILTON INVESTMENT COMPANY INC.,Lockheed Martin Corp.,LMT,2017-03-31,SH,271871.0,72753000.0,0.0,0.0,2.8327,,13,999999,,new,INDUSTRIALS,245
CHILTON INVESTMENT COMPANY INC.,Linde Plc.,LIN,2017-03-31,SH,586300.0,69535000.0,4318.0,506000.0,2.7074,0.0205,14,102,13478.045391,addition,MATERIALS,269
CHILTON INVESTMENT COMPANY INC.,AutoZone Inc.,AZO,2017-03-31,SH,94813.0,68555000.0,138579.0,109448000.0,2.6692,4.4356,15,5,-31.581986,reduction,CONSUMER DISCRETIONARY,2609
CHILTON INVESTMENT COMPANY INC.,DENTSPLY International Inc. (1983),XRAY,2017-03-31,SH,1084565.0,67720000.0,723287.0,41755000.0,2.6367,1.6922,16,23,49.949467,addition,HEALTH CARE,520
CHILTON INVESTMENT COMPANY INC.,Meta Platforms Inc,META,2017-03-31,SH,474226.0,67364000.0,495087.0,56960000.0,2.6229,2.3084,17,16,-4.213603,reduction,COMMUNICATIONS,123861
CHILTON INVESTMENT COMPANY INC.,Fortune Brands Innovations Inc,FBIN,2017-03-31,SH,1023195.0,62261000.0,545612.0,29168000.0,2.4242,1.1821,18,32,87.531616,addition,CONSUMER DISCRETIONARY,114466
CHILTON INVESTMENT COMPANY INC.,Walt Disney Co. (The),DIS,2017-03-31,SH,503523.0,57094000.0,599877.0,62519000.0,2.223,2.5337,19,14,-16.062293,reduction,COMMUNICATIONS,395
CHILTON INVESTMENT COMPANY INC.,Timken (Roller Bearing Axle) Co.,TKR,2017-03-31,SH,1148648.0,51919000.0,0.0,0.0,2.0215,,20,999999,,new,INDUSTRIALS,11404
CHILTON INVESTMENT COMPANY INC.,Ingevity Corp,NGVT,2017-03-31,SH,844717.0,51401000.0,903180.0,49548000.0,2.0013,2.008,21,19,-6.473018,reduction,MATERIALS,197071
CHILTON INVESTMENT COMPANY INC.,Costco Co.,COST,2017-03-31,SH,285492.0,47874000.0,521081.0,83430000.0,1.864,3.3812,22,7,-45.211589,reduction,CONSUMER STAPLES,393
CHILTON INVESTMENT COMPANY INC.,Wayfair Inc Class A,W,2017-03-31,SH,1159824.0,46961000.0,1537479.0,53889000.0,1.8285,2.184,23,18,-24.563262,reduction,CONSUMER DISCRETIONARY,174027
CHILTON INVESTMENT COMPANY INC.,Mastercard Inc,MA,2017-03-31,SH,372005.0,41839000.0,380756.0,39313000.0,1.629,1.5932,24,26,-2.298322,reduction,FINANCE,4044
CHILTON INVESTMENT COMPANY INC.,Allergan Plc,AGN,2017-03-31,SH,171993.0,41093000.0,279754.0,58751000.0,1.6,2.381,25,15,-38.519914,reduction,HEALTH CARE,138708
CHILTON INVESTMENT COMPANY INC.,Moodys Corp,MCO,2017-03-31,SH,329155.0,36879000.0,804615.0,75851000.0,1.4359,3.074,26,10,-59.091615,reduction,FINANCE,2707
CHILTON INVESTMENT COMPANY INC.,Marathon Petroleum Corp,MPC,2017-03-31,SH,698259.0,35290000.0,0.0,0.0,1.374,,27,999999,,new,ENERGY,112776
CHILTON INVESTMENT COMPANY INC.,Dominos Pizza Inc,DPZ,2017-03-31,SH,187869.0,34624000.0,230312.0,36675000.0,1.3481,1.4863,28,27,-18.42848,reduction,CONSUMER DISCRETIONARY,776
CHILTON INVESTMENT COMPANY INC.,Berkeley (W.R.) Corp.,WRB,2017-03-31,SH,1097869.5,34463000.0,1085526.0,32088000.0,1.3418,1.3004,29,30,1.137099,addition,FINANCE,543
CHILTON INVESTMENT COMPANY INC.,Old Dominion Freight Line Inc,ODFL,2017-03-31,SH,580137.0,33095000.0,503481.0,28796000.0,1.2886,1.167,30,33,15.225202,addition,TRANSPORTS,3917
CHILTON INVESTMENT COMPANY INC.,CBRE Group Inc Common Stock Class A,CBRE,2017-03-31,SH,913338.0,31775000.0,1374171.0,43273000.0,1.2372,1.7537,31,22,-33.535346,reduction,REAL ESTATE,4017
CHILTON INVESTMENT COMPANY INC.,Deckers Outdoor Corp,DECK,2017-03-31,SH,462829.0,27645000.0,323488.0,17918000.0,1.0764,0.7262,32,37,43.07455,addition,CONSUMER DISCRETIONARY,2735
