Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
CHILTON INVESTMENT COMPANY INC.,Ball Corp.,BALL,2019-06-30,SH,3009014.0,210601000.0,3065095.0,177346000.0,6.9352,6.2189,1,2,-1.829666,reduction,MATERIALS,11340
CHILTON INVESTMENT COMPANY INC.,Sherwin-Williams Co.,SHW,2019-06-30,SH,1317696.0,201296000.0,1428417.0,205078000.0,6.6288,7.1914,2,1,-7.751308,reduction,MATERIALS,11358
CHILTON INVESTMENT COMPANY INC.,Microsoft Corp.,MSFT,2019-06-30,SH,1288895.0,172660000.0,1315529.0,155153000.0,5.6858,5.4407,3,4,-2.024585,reduction,INFORMATION TECHNOLOGY,178
CHILTON INVESTMENT COMPANY INC.,Home Depot Inc. (The),HD,2019-06-30,SH,827837.0,172165000.0,878517.0,168579000.0,5.6695,5.9115,4,3,-5.768813,reduction,CONSUMER DISCRETIONARY,354
CHILTON INVESTMENT COMPANY INC.,Mastercard Inc,MA,2019-06-30,SH,542344.0,143466000.0,541523.0,127502000.0,4.7244,4.471,5,5,0.151609,addition,FINANCE,4044
CHILTON INVESTMENT COMPANY INC.,CSX Corp,CSX,2019-06-30,SH,5125962.0,132199000.0,5095017.0,127070000.0,4.3534,4.4559,6,6,0.607358,addition,TRANSPORTS,220
CHILTON INVESTMENT COMPANY INC.,Costco Co.,COST,2019-06-30,SH,432373.0,114259000.0,437736.0,105993000.0,3.7626,3.7168,7,7,-1.225168,reduction,CONSUMER STAPLES,393
CHILTON INVESTMENT COMPANY INC.,Union Pacific Corp.,UNP,2019-06-30,SH,580324.0,98139000.0,477408.0,79823000.0,3.2318,2.7991,8,11,21.557242,addition,TRANSPORTS,473
CHILTON INVESTMENT COMPANY INC.,Bank of America Corp. (North Carolina National Bank),BAC,2019-06-30,SH,3201413.0,92841000.0,2983787.0,82323000.0,3.0573,2.8868,9,9,7.293617,addition,FINANCE,205
CHILTON INVESTMENT COMPANY INC.,Republic Services Inc.,RSG,2019-06-30,SH,1043428.0,90403000.0,1023758.0,82290000.0,2.977,2.8856,10,10,1.921353,addition,INDUSTRIALS,5160
CHILTON INVESTMENT COMPANY INC.,JPMorgan Chase & Co. (Chemical Bank),JPM,2019-06-30,SH,801472.0,89605000.0,784242.0,79389000.0,2.9508,2.7839,11,12,2.197026,addition,FINANCE,240
CHILTON INVESTMENT COMPANY INC.,Cintas Corporation,CTAS,2019-06-30,SH,366157.0,86885000.0,373961.0,75581000.0,2.8612,2.6504,12,13,-2.086849,reduction,INDUSTRIALS,4809
CHILTON INVESTMENT COMPANY INC.,Walt Disney Co. (The),DIS,2019-06-30,SH,611282.0,85359000.0,635828.0,70596000.0,2.8109,2.4756,13,16,-3.860478,reduction,COMMUNICATIONS,395
CHILTON INVESTMENT COMPANY INC.,Ingevity Corp,NGVT,2019-06-30,SH,737763.0,77591000.0,675795.0,71371000.0,2.5551,2.5027,14,14,9.169645,addition,MATERIALS,197071
CHILTON INVESTMENT COMPANY INC.,Heico Corp.,HEI,2019-06-30,SH,556203.0,74426000.0,581010.0,55120000.0,2.4509,1.9329,15,22,-4.269634,reduction,INDUSTRIALS,660
CHILTON INVESTMENT COMPANY INC.,Thermo Fisher Scientific Inc.,TMO,2019-06-30,SH,249721.0,73338000.0,249787.0,68372000.0,2.4151,2.3976,16,17,-0.026423,reduction,HEALTH CARE,468
CHILTON INVESTMENT COMPANY INC.,IQVIA Holdings Inc,IQV,2019-06-30,SH,443235.0,71317000.0,491827.0,70749000.0,2.3485,2.4809,17,15,-9.879897,reduction,HEALTH CARE,174607
CHILTON INVESTMENT COMPANY INC.,IDEXX Laboratories Inc.,IDXX,2019-06-30,SH,251286.0,69187000.0,263420.0,58901000.0,2.2784,2.0655,18,20,-4.606332,reduction,HEALTH CARE,4037
CHILTON INVESTMENT COMPANY INC.,Kemper Corp. (1990),KMPR,2019-06-30,SH,784227.0,67671000.0,361861.0,27552000.0,2.2285,0.9662,19,32,116.720509,addition,FINANCE,5181
CHILTON INVESTMENT COMPANY INC.,Blackstone Group Inc,BX,2019-06-30,SH,1521851.0,67601000.0,1307642.0,45728000.0,2.2262,1.6035,20,24,16.381318,addition,FINANCE,4162
CHILTON INVESTMENT COMPANY INC.,Xylem Inc,XYL,2019-06-30,SH,806268.0,67436000.0,845142.0,66800000.0,2.2207,2.3424,21,18,-4.5997,reduction,INDUSTRIALS,115299
CHILTON INVESTMENT COMPANY INC.,Dominos Pizza Inc,DPZ,2019-06-30,SH,231386.0,64390000.0,238579.0,61577000.0,2.1204,2.1593,22,19,-3.014934,reduction,CONSUMER DISCRETIONARY,776
CHILTON INVESTMENT COMPANY INC.,Moodys Corp,MCO,2019-06-30,SH,322780.0,63042000.0,309694.0,56082000.0,2.076,1.9666,23,21,4.225461,addition,FINANCE,2707
CHILTON INVESTMENT COMPANY INC.,Boeing Company,BA,2019-06-30,SH,164684.0,59947000.0,229115.0,87389000.0,1.9741,3.0644,24,8,-28.121686,reduction,INDUSTRIALS,210
CHILTON INVESTMENT COMPANY INC.,Intuit Inc.,INTU,2019-06-30,SH,204135.0,53347000.0,204063.0,53344000.0,1.7568,1.8706,25,23,0.035283,addition,INFORMATION TECHNOLOGY,793
CHILTON INVESTMENT COMPANY INC.,Frontdoor Inc,FTDR,2019-06-30,SH,1063705.0,46324000.0,988104.0,34011000.0,1.5255,1.1926,26,28,7.651118,addition,INDUSTRIALS,210222
CHILTON INVESTMENT COMPANY INC.,Mettler-Toledo International Inc.,MTD,2019-06-30,SH,45371.0,38112000.0,46697.0,33762000.0,1.2551,1.1839,27,29,-2.839583,reduction,INFORMATION TECHNOLOGY,5469
CHILTON INVESTMENT COMPANY INC.,PayPal Holdings Inc,PYPL,2019-06-30,SH,319078.0,36522000.0,435386.0,45210000.0,1.2027,1.5854,28,25,-26.713767,reduction,COMMUNICATIONS,178356
CHILTON INVESTMENT COMPANY INC.,CarMax Inc.,KMX,2019-06-30,SH,348427.0,30254000.0,492905.0,34405000.0,0.9963,1.2065,29,27,-29.311531,reduction,CONSUMER DISCRETIONARY,5061
CHILTON INVESTMENT COMPANY INC.,Becton Dickinson and Co.,BDX,2019-06-30,SH,115251.0,28336000.0,114459.7,27887000.0,0.9331,0.9779,30,31,0.691335,addition,HEALTH CARE,4305
CHILTON INVESTMENT COMPANY INC.,Deere & Co.,DE,2019-06-30,SH,167410.0,27742000.0,165298.0,26421000.0,0.9136,0.9265,31,33,1.277692,addition,INDUSTRIALS,222
CHILTON INVESTMENT COMPANY INC.,Pool Corp,POOL,2019-06-30,SH,139642.0,26672000.0,136473.0,22514000.0,0.8783,0.7895,32,36,2.322071,addition,CONSUMER DISCRETIONARY,3887
CHILTON INVESTMENT COMPANY INC.,Cadence BanCorp,CADE,2019-06-30,SH,1135394.0,23616000.0,745511.0,13829000.0,0.7777,0.4849,33,40,52.297417,addition,FINANCE,199058
CHILTON INVESTMENT COMPANY INC.,Toro Co,TTC,2019-06-30,SH,341783.0,22865000.0,30182.0,2078000.0,0.753,0.0729,34,66,1032.406732,addition,INDUSTRIALS,5034
CHILTON INVESTMENT COMPANY INC.,VISA Inc,V,2019-06-30,SH,103097.0,17892000.0,148538.0,23200000.0,0.5892,0.8135,35,34,-30.592172,reduction,FINANCE,45920
CHILTON INVESTMENT COMPANY INC.,Coca Cola Co.,KO,2019-06-30,SH,321742.0,16383000.0,323067.0,15139000.0,0.5395,0.5309,36,39,-0.410132,reduction,CONSUMER STAPLES,386
CHILTON INVESTMENT COMPANY INC.,Tractor Supply Company,TSCO,2019-06-30,SH,125407.0,13644000.0,128044.0,12518000.0,0.4493,0.439,37,42,-2.059448,reduction,CONSUMER DISCRETIONARY,5178
CHILTON INVESTMENT COMPANY INC.,Hasbro Inc.,HAS,2019-06-30,SH,125614.0,13275000.0,148066.0,12589000.0,0.4372,0.4415,38,41,-15.163508,reduction,CONSUMER DISCRETIONARY,2610
CHILTON INVESTMENT COMPANY INC.,Lockheed Martin Corp.,LMT,2019-06-30,SH,34387.0,12501000.0,35022.0,10512000.0,0.4117,0.3686,39,43,-1.813146,reduction,INDUSTRIALS,245
CHILTON INVESTMENT COMPANY INC.,Marathon Petroleum Corp,MPC,2019-06-30,SH,220530.0,12323000.0,76286.0,4566000.0,0.4058,0.1601,40,56,189.083187,addition,ENERGY,112776
CHILTON INVESTMENT COMPANY INC.,Waste Management Inc.,WM,2019-06-30,SH,91742.0,10584000.0,3711.0,386000.0,0.3485,0.0135,41,103,2372.163837,addition,INDUSTRIALS,474
CHILTON INVESTMENT COMPANY INC.,Pepsico Inc. (Loft Inc.),PEP,2019-06-30,SH,79355.0,10406000.0,79934.0,9796000.0,0.3427,0.3435,42,44,-0.724348,reduction,CONSUMER STAPLES,264
CHILTON INVESTMENT COMPANY INC.,Skyworks Solutions Inc.,SWKS,2019-06-30,SH,134194.0,10369000.0,35276.0,2910000.0,0.3415,0.102,43,61,280.411611,addition,INFORMATION TECHNOLOGY,2785
CHILTON INVESTMENT COMPANY INC.,Linde AG Ordinary,LNAGF,2019-06-30,SH,38726.0,7776000.0,87494.0,15393000.0,0.2561,0.5398,44,38,-55.738679,reduction,MATERIALS,89020
CHILTON INVESTMENT COMPANY INC.,Cisco Systems Inc.,CSCO,2019-06-30,SH,142019.0,7773000.0,142209.0,7678000.0,0.256,0.2692,45,46,-0.133606,reduction,INFORMATION TECHNOLOGY,215
CHILTON INVESTMENT COMPANY INC.,Automatic Data Processing Inc,ADP,2019-06-30,SH,46304.0,7655000.0,42413.0,6775000.0,0.2521,0.2376,46,47,9.174074,addition,INFORMATION TECHNOLOGY,201
CHILTON INVESTMENT COMPANY INC.,RPM International Inc.,RPM,2019-06-30,SH,124571.0,7613000.0,55727.0,3234000.0,0.2507,0.1134,47,60,123.537962,addition,MATERIALS,4373
CHILTON INVESTMENT COMPANY INC.,Ecolab Inc.,ECL,2019-06-30,SH,34023.0,6718000.0,34456.0,6083000.0,0.2212,0.2133,48,49,-1.256675,reduction,MATERIALS,11345
CHILTON INVESTMENT COMPANY INC.,McDonalds Corp.,MCD,2019-06-30,SH,32329.0,6713000.0,32711.0,6212000.0,0.2211,0.2178,49,48,-1.167803,reduction,CONSUMER DISCRETIONARY,250
CHILTON INVESTMENT COMPANY INC.,Berkshire Hathaway Inc Class A,BRK.A,2019-06-30,SH,18.0,5730000.0,20.0,6024000.0,0.1887,0.2112,50,50,-10.0,reduction,FINANCE,4161
CHILTON INVESTMENT COMPANY INC.,Woodward Inc,WWD,2019-06-30,SH,50480.0,5712000.0,48256.0,4579000.0,0.1881,0.1606,51,55,4.608753,addition,INDUSTRIALS,6466
CHILTON INVESTMENT COMPANY INC.,Wells Fargo & Co. 7.50% Non-Cumulative Perpetual Convertible Class A Preferred,WFCPRL,2019-06-30,SH,3860.0,5266000.0,3860.0,4988000.0,0.1734,0.1749,52,51,0.0,,FINANCE,73782
CHILTON INVESTMENT COMPANY INC.,Paychex Inc.,PAYX,2019-06-30,SH,56299.0,4633000.0,57486.0,4610000.0,0.1526,0.1617,53,54,-2.064851,reduction,INFORMATION TECHNOLOGY,703
CHILTON INVESTMENT COMPANY INC.,Berkshire Hathaway Inc Class B,BRK.B,2019-06-30,SH,21233.0,4526000.0,113756.0,22852000.0,0.149,0.8013,54,35,-81.334611,reduction,FINANCE,2827
CHILTON INVESTMENT COMPANY INC.,BJs Wholesale Club Holdings Inc,BJ,2019-06-30,SH,164851.0,4352000.0,0.0,0.0,0.1433,,55,999999,,new,CONSUMER DISCRETIONARY,206740
CHILTON INVESTMENT COMPANY INC.,Medtronic Plc,MDT,2019-06-30,SH,41248.0,4017000.0,19879.0,1811000.0,0.1323,0.0635,56,70,107.495347,addition,HEALTH CARE,297
