Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
THIRD POINT LLC,PG&E Corp. (Pacific Gas & Electric),PCG,2022-06-30,SH,65400000.0,652692000.0,69300000.0,827442000.0,15.449,10.7698,1,2,-5.627706,reduction,UTILITIES AND TELECOMMUNICATIONS,4367
THIRD POINT LLC,Danaher Corp.,DHR,2022-06-30,SH,2594400.0,583096000.0,2808720.0,730392000.0,13.8017,9.5066,2,3,-7.630522,reduction,HEALTH CARE,4323
THIRD POINT LLC,SentinelOne Inc,S,2022-06-30,SH,21078846.0,491769000.0,26307482.0,1019152000.0,11.64,13.265,3,1,-19.875091,reduction,INFORMATION TECHNOLOGY,275894
THIRD POINT LLC,UnitedHealth Group Inc.,UNH,2022-06-30,SH,570000.0,292769000.0,605000.0,308532000.0,6.9298,4.0158,4,6,-5.785124,reduction,HEALTH CARE,153
THIRD POINT LLC,Ovintiv Inc. (Pan Canadian Energy - Encana Corp.),OVV,2022-06-30,SH,6120000.0,270443000.0,2250000.0,121658000.0,6.4013,1.5835,5,18,172.0,addition,ENERGY,112
THIRD POINT LLC,EQT Corporation (Equitable Gas Co.),EQT,2022-06-30,SH,7525000.0,258860000.0,8950000.0,307970000.0,6.1271,4.0085,6,7,-15.921788,reduction,UTILITIES AND TELECOMMUNICATIONS,3739
THIRD POINT LLC,DuPont de Nemours Inc.,DD,2022-06-30,SH,3080000.0,171186000.0,3360000.0,247229000.0,4.0519,3.2179,7,11,-8.333333,reduction,MATERIALS,225
THIRD POINT LLC,Colgate-Palmolive Co.,CL,2022-06-30,SH,1985000.0,159078000.0,0.0,0.0,3.7653,,8,999999,,new,CONSUMER STAPLES,217
THIRD POINT LLC,CSX Corp,CSX,2022-06-30,SH,4965000.0,144283000.0,7386378.0,276620000.0,3.4151,3.6004,9,9,-32.781669,reduction,TRANSPORTS,220
THIRD POINT LLC,Cenovus Energy Inc,CVE,2022-06-30,SH,7275000.0,138298000.0,2000000.0,33360000.0,3.2735,0.4342,10,34,263.75,addition,ENERGY,85646
THIRD POINT LLC,Antero Resources Corp,AR,2022-06-30,SH,3392891.0,103992000.0,0.0,0.0,2.4615,,11,999999,,new,ENERGY,162818
THIRD POINT LLC,Hertz Global Holdings Inc,HTZ,2022-06-30,SH,6260000.0,99158000.0,6620000.0,146633000.0,2.347,1.9085,12,17,-5.438066,reduction,CONSUMER DISCRETIONARY,275908
THIRD POINT LLC,Walt Disney Co. (The),DIS,2022-06-30,SH,1000000.0,94400000.0,0.0,0.0,2.2344,,13,999999,,new,COMMUNICATIONS,395
