Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
THIRD POINT LLC,Colgate-Palmolive Co.,CL,2022-09-30,SH,11550000.0,811388000.0,1985000.0,159078000.0,14.6599,3.7653,1,8,481.86398,addition,CONSUMER STAPLES,217
THIRD POINT LLC,PG&E Corp. (Pacific Gas & Electric),PCG,2022-09-30,SH,63400000.0,792500000.0,65400000.0,652692000.0,14.3186,15.449,2,1,-3.058104,reduction,UTILITIES AND TELECOMMUNICATIONS,4367
THIRD POINT LLC,Danaher Corp.,DHR,2022-09-30,SH,3045600.0,697383000.0,2594400.0,583096000.0,12.6001,13.8017,3,2,17.391304,addition,HEALTH CARE,4323
THIRD POINT LLC,SentinelOne Inc,S,2022-09-30,SH,19000000.0,485640000.0,21078846.0,491769000.0,8.7744,11.64,4,3,-9.862238,reduction,INFORMATION TECHNOLOGY,275894
THIRD POINT LLC,UnitedHealth Group Inc.,UNH,2022-09-30,SH,670000.0,338377000.0,570000.0,292769000.0,6.1137,6.9298,5,4,17.54386,addition,HEALTH CARE,153
THIRD POINT LLC,Bath & Body Works Inc (L Brands),BBWI,2022-09-30,SH,8135000.0,265201000.0,0.0,0.0,4.7916,,6,999999,,new,CONSUMER DISCRETIONARY,1043
THIRD POINT LLC,Twitter Inc,TWTR,2022-09-30,SH,5500000.0,241120000.0,0.0,0.0,4.3565,,7,999999,,new,COMMUNICATIONS,163786
THIRD POINT LLC,Ovintiv Inc. (Pan Canadian Energy - Encana Corp.),OVV,2022-09-30,SH,4000000.0,184000000.0,6120000.0,270443000.0,3.3244,6.4013,8,5,-34.640523,reduction,ENERGY,112
THIRD POINT LLC,Ventyx Biosciences Inc,VTYX,2022-09-30,SH,4312834.0,150561000.0,4312834.0,52746000.0,2.7203,1.2485,9,18,0.0,,HEALTH CARE,278353
THIRD POINT LLC,EQT Corporation (Equitable Gas Co.),EQT,2022-09-30,SH,3250000.0,132438000.0,7525000.0,258860000.0,2.3928,6.1271,10,6,-56.810631,reduction,UTILITIES AND TELECOMMUNICATIONS,3739
THIRD POINT LLC,Walt Disney Co. (The),DIS,2022-09-30,SH,1400000.0,132062000.0,1000000.0,94400000.0,2.386,2.2344,11,13,40.0,addition,COMMUNICATIONS,395
THIRD POINT LLC,DuPont de Nemours Inc.,DD,2022-09-30,SH,2375000.0,119700000.0,3080000.0,171186000.0,2.1627,4.0519,12,7,-22.88961,reduction,MATERIALS,225
THIRD POINT LLC,TJX Companies Inc.,TJX,2022-09-30,SH,1750000.0,108710000.0,0.0,0.0,1.9641,,13,999999,,new,CONSUMER DISCRETIONARY,185
THIRD POINT LLC,Range Resources Corp.,RRC,2022-09-30,SH,3900000.0,98514000.0,0.0,0.0,1.7799,,14,999999,,new,ENERGY,3656
THIRD POINT LLC,Ferguson PLC,FERG,2022-09-30,SH,925000.0,95210000.0,0.0,0.0,1.7202,,15,999999,,new,INDUSTRIALS,117905
THIRD POINT LLC,T-Mobile US Inc,TMUS,2022-09-30,SH,700000.0,93919000.0,485000.0,65252000.0,1.6969,1.5445,16,15,44.329897,addition,UTILITIES AND TELECOMMUNICATIONS,140861
THIRD POINT LLC,Cano Health Inc,CANOQ,2022-09-30,SH,108250.0,93853000.0,108250.0,47414000.0,1.6957,1.1223,17,19,0.0,,HEALTH CARE,241531
THIRD POINT LLC,Hertz Global Holdings Inc,HTZ,2022-09-30,SH,5350000.0,87098000.0,6260000.0,99158000.0,1.5737,2.347,18,12,-14.536741,reduction,CONSUMER DISCRETIONARY,275908
THIRD POINT LLC,CSX Corp,CSX,2022-09-30,SH,2750000.0,73260000.0,4965000.0,144283000.0,1.3236,3.4151,19,9,-44.612286,reduction,TRANSPORTS,220
THIRD POINT LLC,Take-Two Interactive Software Inc.,TTWO,2022-09-30,SH,500000.0,54500000.0,0.0,0.0,0.9847,,20,999999,,new,INFORMATION TECHNOLOGY,3930
THIRD POINT LLC,PG&E Corp. Equity Units Due 8/16/2023,PCGU,2022-09-30,SH,471000.0,53807000.0,471000.0,45028000.0,0.9722,1.0658,21,20,0.0,,UTILITIES AND TELECOMMUNICATIONS,241621
THIRD POINT LLC,Comstock Resources Inc.,CRK,2022-09-30,SH,3000000.0,51870000.0,0.0,0.0,0.9372,,22,999999,,new,ENERGY,630
THIRD POINT LLC,Perimeter Solutions SA,PRM,2022-09-30,SH,5750000.0,46058000.0,5850000.0,63414000.0,0.8322,1.501,23,16,-1.709402,reduction,MATERIALS,279282
THIRD POINT LLC,JAWS Mustang Acquisition Corp.,JWSM,2022-09-30,SH,4000000.0,39760000.0,4000000.0,39320000.0,0.7184,0.9307,24,22,0.0,,FINANCE,273816
THIRD POINT LLC,Global Blue Group Holding AG,GB,2022-09-30,SH,8537601.0,39529000.0,8537601.0,42005000.0,0.7142,0.9942,25,21,0.0,,FINANCE,206755
THIRD POINT LLC,Avanti Acquisition Corp.,AVAN,2022-09-30,SH,3000000.0,30060000.0,3000000.0,29730000.0,0.5431,0.7037,26,24,0.0,,FINANCE,244342
THIRD POINT LLC,Compute Health Acquisition Corp,CPUH,2022-09-30,SH,2500000.0,24675000.0,2500000.0,24525000.0,0.4458,0.5805,27,25,0.0,,FINANCE,273827
THIRD POINT LLC,DISH NETWORK CORPORATION NOTE 12/1,DEBT-DISH,2022-09-30,PRN,30000000.0,19685000.0,0.0,0.0,0.3557,,28,999999,,new, ,291338
THIRD POINT LLC,Khosla Ventures Acq Co III,KVSC,2022-09-30,SH,2000000.0,19560000.0,2000000.0,19460000.0,0.3534,0.4606,29,27,0.0,,FINANCE,273750
THIRD POINT LLC,Blue Whale Acquisition Corp I,BWC,2022-09-30,SH,2000000.0,19360000.0,2000000.0,19340000.0,0.3498,0.4578,30,28,0.0,,FINANCE,278110
THIRD POINT LLC,Ion Acquisition Corp 3 Ltd,IACC,2022-09-30,SH,1800000.0,17766000.0,1800000.0,17550000.0,0.321,0.4154,31,29,0.0,,FINANCE,274478
THIRD POINT LLC,NET Power Inc,NPWR,2022-09-30,SH,1500000.0,14775000.0,1500000.0,14640000.0,0.2669,0.3465,32,30,0.0,,FINANCE,276642
THIRD POINT LLC,Altimeter Growth Corp. 2,AGCB,2022-09-30,SH,1285000.0,12734000.0,1285000.0,12670000.0,0.2301,0.2999,33,31,0.0,,FINANCE,244189
THIRD POINT LLC,Lerer Hippeau Acquisition Corp,LHAA,2022-09-30,SH,1250000.0,12275000.0,1250000.0,12225000.0,0.2218,0.2894,34,32,0.0,,FINANCE,272476
THIRD POINT LLC,Dragoneer Growth Opps III Corp,DGNU,2022-09-30,SH,1200000.0,11748000.0,1200000.0,11676000.0,0.2123,0.2764,35,33,0.0,,FINANCE,273722
THIRD POINT LLC,Flyexclusive Inc,FLYX,2022-09-30,SH,1102500.0,10782000.0,1102500.0,10733000.0,0.1948,0.254,36,34,0.0,,TRANSPORTS,276335
THIRD POINT LLC,Disruptive Acquisition Corporation I,DISAU,2022-09-30,SH,1000000.0,9910000.0,1000000.0,9790000.0,0.1791,0.2317,37,36,0.0,,FINANCE,273737
THIRD POINT LLC,Logistics Innovation Technologies Corp,LITT,2022-09-30,SH,1000000.0,9770000.0,1000000.0,9720000.0,0.1765,0.2301,38,37,0.0,,FINANCE,276842
THIRD POINT LLC,Jaws Hurricane Acquisition Corp,HCNE,2022-09-30,SH,992739.0,9679000.0,992739.0,9639000.0,0.1749,0.2282,39,38,0.0,,FINANCE,276601
THIRD POINT LLC,iShares 1-3 Year Treasury Bond ETF-iShares 1-3 Year Treasury Bond ETF,SHY,2022-09-30,SH,60346.0,4901000.0,70655.0,5850000.0,0.0885,0.1385,40,40,-14.590616,reduction,FINANCE,5006
THIRD POINT LLC,GeneDx Holdings Corp,WGS,2022-09-30,SH,168013.5,4866000.0,168013.5,6987000.0,0.0879,0.1654,41,39,0.0,,INFORMATION TECHNOLOGY,242438
THIRD POINT LLC,Dish Network Corp Class A,DISH,2022-09-30,PRN,7000000.0,4808000.0,0.0,0.0,0.0869,,42,999999,,new,COMMUNICATIONS,8397
THIRD POINT LLC,Antero Resources Corp,AR,2022-09-30,SH,100000.0,3053000.0,3392891.0,103992000.0,0.0552,2.4615,43,11,-97.052661,reduction,ENERGY,162818
THIRD POINT LLC,Aurora Innovation Inc,AUR,2022-09-30,SH,1032463.0,2282000.0,1032463.0,1972000.0,0.0412,0.0467,44,41,0.0,,INFORMATION TECHNOLOGY,274665
THIRD POINT LLC,Relay Therapeutics Inc.,RLAY,2022-09-30,SH,100000.0,2237000.0,0.0,0.0,0.0404,,45,999999,,new,HEALTH CARE,241591
THIRD POINT LLC,TPI Composites Inc,TPIC,2022-09-30,SH,100000.0,1128000.0,0.0,0.0,0.0204,,46,999999,,new,ENERGY,197621
THIRD POINT LLC,Aurora Innovation Inc,AUROW,2022-09-30,SH,1835000.0,862000.0,1835000.0,734000.0,0.0156,0.0174,47,42,0.0,, ,274666
THIRD POINT LLC,Global Blue Group Holding AG Warrants exercisable for one Ordinary Share of at a price of $11.50 per share,GB.WS,2022-09-30,SH,1333333.0,380000.0,1333333.0,359000.0,0.0069,0.0085,48,43,0.0,, ,241884
THIRD POINT LLC,TMC the metals company Inc,TMCWW,2022-09-30,SH,1000000.0,165000.0,1000000.0,195000.0,0.003,0.0046,49,48,0.0,,MATERIALS,241370
THIRD POINT LLC,Rice Acquisition Corp II,RONI.WS,2022-09-30,SH,500000.0,159000.0,500000.0,150000.0,0.0029,0.0036,50,51,0.0,, ,276641
THIRD POINT LLC,Bluescape Opportunities Acquisition Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,BOAC.WS,2022-09-30,SH,1000000.0,140000.0,1000000.0,210000.0,0.0025,0.005,51,46,0.0,, ,243958
THIRD POINT LLC,Blue Whale Acquisition Corp I,BWCAW,2022-09-30,SH,500000.0,103000.0,500000.0,155000.0,0.0019,0.0037,52,50,0.0,, ,278304
THIRD POINT LLC,Jaws Mustang Acquisition Corporation,JWSM.WS,2022-09-30,SH,1000000.0,100000.0,1000000.0,251000.0,0.0018,0.0059,53,45,0.0,, ,273810
THIRD POINT LLC,Starry Group Holdings Inc,STYWQ,2022-09-30,SH,505000.0,66000.0,505000.0,208000.0,0.0012,0.0049,54,47,0.0,, ,242776
THIRD POINT LLC,Social Leverage Acquisition Corp I,SLACW,2022-09-30,SH,250000.0,57000.0,250000.0,38000.0,0.001,0.0009,55,57,0.0,, ,273959
THIRD POINT LLC,flyExclusive Inc. Warrant,EGGF.WS,2022-09-30,SH,367499.0,46000.0,367499.0,58000.0,0.0008,0.0014,56,55,0.0,, ,276333
THIRD POINT LLC,Jaws Hurricane Acquisition Corp,HCNEW,2022-09-30,SH,248184.0,45000.0,248184.0,94000.0,0.0008,0.0022,57,54,0.0,, ,276602
THIRD POINT LLC,Compute Health Acquisition Corp,CPUH.WS,2022-09-30,SH,625000.0,41000.0,625000.0,138000.0,0.0007,0.0033,58,52,0.0,, ,273829
THIRD POINT LLC,Avanti Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,AVAN.WS,2022-09-30,SH,1500000.0,34000.0,1500000.0,105000.0,0.0006,0.0025,59,53,0.0,, ,242733
THIRD POINT LLC,Logistics Innovation Technologies Corp,LITTW,2022-09-30,SH,333332.0,30000.0,333332.0,53000.0,0.0005,0.0013,60,56,0.0,, ,276772
THIRD POINT LLC,Cohn Robbins Holdings Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,CRHC.WS,2022-09-30,SH,833332.0,19000.0,833332.0,358000.0,0.0003,0.0085,61,44,0.0,, ,242507
THIRD POINT LLC,Soho House & Co Inc,SHCO,2022-09-30,SH,0.0,0.0,3470194.0,22487000.0,,0.5323,999999,26,-100.0,soldall,INFORMATION TECHNOLOGY,276228
THIRD POINT LLC,Social Leverage Acquisition Corp I,SLAC,2022-09-30,SH,0.0,0.0,1000000.0,9830000.0,,0.2327,999999,35,-100.0,soldall,FINANCE,273924
THIRD POINT LLC,Archaea Energy Inc,LFG,2022-09-30,SH,0.0,0.0,3465000.0,53811000.0,,1.2737,999999,17,-100.0,soldall,UTILITIES AND TELECOMMUNICATIONS,244478
THIRD POINT LLC,GO Acquisition Corp.,GOAC,2022-09-30,SH,0.0,0.0,3000000.0,29940000.0,,0.7087,999999,23,-100.0,soldall,FINANCE,242115
THIRD POINT LLC,GO Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,GOAC.WS,2022-09-30,SH,0.0,0.0,1000000.0,1000.0,,0.0,999999,58,-100.0,soldall, ,242114
THIRD POINT LLC,Cenovus Energy Inc,CVE,2022-09-30,SH,0.0,0.0,7275000.0,138298000.0,,3.2735,999999,10,-100.0,soldall,ENERGY,85646
THIRD POINT LLC,Crown Holdings Inc. (Crown Cork & Seal),CCK,2022-09-30,SH,0.0,0.0,800000.0,73736000.0,,1.7453,999999,14,-100.0,soldall,MATERIALS,3593
THIRD POINT LLC,Far Peak Acquisition Corp,FPACW,2022-09-30,SH,0.0,0.0,666666.0,187000.0,,0.0044,999999,49,-100.0,soldall, ,294306
