Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
FAIRHOLME CAPITAL MANAGEMENT LLC,American International Group Inc.,AIG,2011-03-31,SH,44198015.0,1553118000.0,44285986.0,2551759000.0,10.7553,16.1638,1,1,-0.198643,reduction,FINANCE,193
FAIRHOLME CAPITAL MANAGEMENT LLC,Sears Holdings Corp,SHLDQ,2011-03-31,SH,16313973.0,1348350000.0,14917873.0,1100193000.0,9.3373,6.969,2,5,9.358573,addition,CONSUMER DISCRETIONARY,1061
FAIRHOLME CAPITAL MANAGEMENT LLC,Bank of America Corp. (North Carolina National Bank),BAC,2011-03-31,SH,92648715.0,1235007000.0,92139515.0,1229141000.0,8.5524,7.7858,3,3,0.55264,addition,FINANCE,205
FAIRHOLME CAPITAL MANAGEMENT LLC,Citigroup Inc.,C,2011-03-31,SH,25844260.0,1142316000.0,23713700.0,1121658000.0,7.9105,7.105,4,4,8.984511,addition,FINANCE,216
FAIRHOLME CAPITAL MANAGEMENT LLC,Morgan Stanley,MS,2011-03-31,SH,38891300.0,1062510000.0,38582400.0,1049827000.0,7.3578,6.65,5,6,0.800624,addition,FINANCE,505
FAIRHOLME CAPITAL MANAGEMENT LLC,Goldman Sachs Group Inc,GS,2011-03-31,SH,6702300.0,1062113000.0,5888900.0,990277000.0,7.3551,6.2728,6,7,13.812427,addition,FINANCE,232
FAIRHOLME CAPITAL MANAGEMENT LLC,Regions Financial Corp.  (Birmingham AL),RF,2011-03-31,SH,124035304.0,900496000.0,124457204.0,871200000.0,6.2359,5.5185,7,9,-0.338992,reduction,FINANCE,4906
FAIRHOLME CAPITAL MANAGEMENT LLC,Brookfield Corporation,BN,2011-03-31,SH,76539375.0,892650000.0,0.0,0.0,6.1816,,8,999999,,new,REAL ESTATE,11424
FAIRHOLME CAPITAL MANAGEMENT LLC,CIT Group Inc (DEL),CIT,2011-03-31,SH,19862429.0,845146000.0,19996529.0,941837000.0,5.8526,5.966,9,8,-0.670616,reduction,FINANCE,195358
FAIRHOLME CAPITAL MANAGEMENT LLC,Jefferies Financial Group Inc. (Talcott National - Leucadia National),JEF,2011-03-31,SH,21036504.43,706911000.0,21234280.77,554651000.0,4.8953,3.5134,10,11,-0.931401,reduction,FINANCE,11351
