Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
ICAHN CARL C,Icahn Enterprises LP,IEP,2019-06-30,SH,185333620.0,13420008000.0,175441588.0,12719516000.0,50.5982,52.7721,1,1,5.638362,addition,INDUSTRIALS,9659
ICAHN CARL C,CVR Energy Inc,CVI,2019-06-30,SH,71198718.0,3559224000.0,71198718.0,2933387000.0,13.4195,12.1704,2,2,0.0,,ENERGY,5059
ICAHN CARL C,Occidental Petroleum Corp.,OXY,2019-06-30,SH,33244429.0,1671530000.0,0.0,0.0,6.3023,,3,999999,,new,ENERGY,442
ICAHN CARL C,Herbalife Nutrition Ltd,HLF,2019-06-30,SH,35227904.0,1506345000.0,35227904.0,1866727000.0,5.6795,7.7449,4,3,0.0,,HEALTH CARE,2417
ICAHN CARL C,Cheniere Energy Inc,LNG,2019-06-30,SH,21585094.0,1477500000.0,21980490.0,1502586000.0,5.5707,6.2341,5,4,-1.79885,reduction,ENERGY,6901
ICAHN CARL C,Caesars Entertainment Corp (delisted after merger with Eldorado,CZR,2019-06-30,SH,99250942.0,1173147000.0,99250942.0,862491000.0,4.4232,3.5784,6,5,0.0,,CONSUMER DISCRETIONARY,118982
ICAHN CARL C,Xerox Corp. (Haloid Co.),XRX,2019-06-30,SH,23456087.0,830580000.0,23456087.0,750126000.0,3.1316,3.1122,7,6,0.0,,INFORMATION TECHNOLOGY,3685
ICAHN CARL C,Newell Brands Inc,NWL,2019-06-30,SH,41119415.0,634061000.0,41119415.0,630771000.0,2.3906,2.617,8,7,0.0,,CONSUMER DISCRETIONARY,3635
ICAHN CARL C,Navistar International Corp. (International Harvester),NAV,2019-06-30,SH,16729960.0,576347000.0,16729960.0,540378000.0,2.173,2.242,9,9,0.0,,INDUSTRIALS,58176
ICAHN CARL C,Freeport-McMoRan Copper & Gold Inc,FCX,2019-06-30,SH,44181075.0,512942000.0,44255585.0,570455000.0,1.934,2.3668,10,8,-0.168363,reduction,MATERIALS,652
ICAHN CARL C,Hertz Global Hld,HTZGQ,2019-06-30,SH,24263869.0,387251000.0,27927713.22,421464000.0,1.4601,1.7486,11,11,-13.119027,reduction,CONSUMER DISCRETIONARY,7218
ICAHN CARL C,Conduent Inc,CNDT,2019-06-30,SH,31635714.0,303386000.0,19806000.0,273917000.0,1.1439,1.1365,12,12,59.727931,addition,INFORMATION TECHNOLOGY,198139
ICAHN CARL C,Herc Holdings Inc,HRI,2019-06-30,SH,4494789.0,205996000.0,4494789.0,175207000.0,0.7767,0.7269,13,13,0.0,,TRANSPORTS,197209
ICAHN CARL C,Welbilt Inc,WBT,2019-06-30,SH,10082660.0,168380000.0,10082660.0,165154000.0,0.6349,0.6852,14,14,0.0,,INDUSTRIALS,195119
ICAHN CARL C,Tenneco Inc.,TEN,2019-06-30,SH,5651177.0,62672000.0,5651177.0,125230000.0,0.2363,0.5196,15,15,0.0,,CONSUMER DISCRETIONARY,5174
ICAHN CARL C,SandRidge Energy Inc,SD,2019-06-30,SH,4818832.0,33346000.0,4818832.0,38647000.0,0.1257,0.1603,16,16,0.0,,ENERGY,198210
ICAHN CARL C,Diamondback Energy Inc,FANG,2019-06-30,SH,0.0,0.0,5187236.0,526660000.0,,2.1851,999999,10,-100.0,soldall,ENERGY,131984
