Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
GREENLIGHT CAPITAL INC,Pfizer Inc.,PFE,2009-09-30,SH,12634298.0,198385000.0,12634298.0,179806000.0,7.4579,6.3445,1,2,0.0,,HEALTH CARE,265
GREENLIGHT CAPITAL INC,CareFusion Corp.,CFN,2009-09-30,SH,8718724.0,190068000.0,0.0,0.0,7.1453,,2,999999,,new,HEALTH CARE,83036
GREENLIGHT CAPITAL INC,Cardinal Health Inc.,CAH,2009-09-30,SH,6652500.0,178286000.0,3971173.0,121320000.0,6.7023,4.2808,3,6,67.519773,addition,HEALTH CARE,292
GREENLIGHT CAPITAL INC,TeraData Corp.,TDC,2009-09-30,SH,6197717.0,170561000.0,6205017.0,145384000.0,6.4119,5.1299,4,4,-0.117647,reduction,INFORMATION TECHNOLOGY,3673
GREENLIGHT CAPITAL INC,URS Corp.,URS,2009-09-30,SH,3442567.0,150268000.0,3194924.0,158213000.0,5.6491,5.5826,5,3,7.751139,addition,INDUSTRIALS,2409
GREENLIGHT CAPITAL INC,VanEck Gold Miners ETF-VanEck Gold Miners ETF,GDX,2009-09-30,SH,3200000.0,144928000.0,3200000.0,120832000.0,5.4483,4.2636,6,7,0.0,,FINANCE,7342
GREENLIGHT CAPITAL INC,Wyeth Inc.,WYE,2009-09-30,SH,2860000.0,138939000.0,2860000.0,129816000.0,5.2232,4.5806,7,5,0.0,,HEALTH CARE,477
GREENLIGHT CAPITAL INC,Einstein Noah Restaurant Group Inc,BAGL,2009-09-30,SH,10733469.0,129231000.0,10733469.0,92845000.0,4.8582,3.2761,8,10,0.0,,CONSUMER DISCRETIONARY,11595
GREENLIGHT CAPITAL INC,Global X Emerging Markets Great Consumer ETF-,EMC,2009-09-30,SH,7244000.0,123438000.0,7244000.0,94896000.0,4.6404,3.3485,9,9,0.0,,INFORMATION TECHNOLOGY,398
GREENLIGHT CAPITAL INC,Aspen Insurance Holdings Ltd,AHL,2009-09-30,SH,4140000.0,109586000.0,4140000.0,92487000.0,4.1197,3.2635,10,11,0.0,,FINANCE,5209
GREENLIGHT CAPITAL INC,Travelers Companies Inc. (The) (St. Paul Fire and Marine Insurance),TRV,2009-09-30,SH,2132272.0,104971000.0,0.0,0.0,3.9462,,11,999999,,new,FINANCE,470
GREENLIGHT CAPITAL INC,Microsoft Corp.,MSFT,2009-09-30,SH,3400000.0,88026000.0,1000000.0,23770000.0,3.3092,0.8387,12,27,240.0,addition,INFORMATION TECHNOLOGY,178
GREENLIGHT CAPITAL INC,Everest Group Ltd,EG,2009-09-30,SH,952445.0,83530000.0,629300.0,45039000.0,3.1402,1.5892,13,19,51.349913,addition,FINANCE,3601
GREENLIGHT CAPITAL INC,McDermott International Inc,MDRIQ,2009-09-30,SH,1087097.95,82421000.0,1087097.95,66244000.0,3.0985,2.3375,14,13,0.0,,ENERGY,15
GREENLIGHT CAPITAL INC,Granite Real Estate Investment Trusts,GRP.U,2009-09-30,SH,5655235.0,76063000.0,5655235.0,42923000.0,2.8595,1.5146,15,20,0.0,,REAL ESTATE,139082
GREENLIGHT CAPITAL INC,Health Management Associates Inc. (New),HMA,2009-09-30,SH,9282966.0,69529000.0,14355866.0,70918000.0,2.6138,2.5024,16,12,-35.336775,reduction,HEALTH CARE,4803
