Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
GREENLIGHT CAPITAL INC,Green Brick Partners Inc,GRBK,2020-09-30,SH,24118668.0,388310000.0,24118668.0,285806000.0,31.7012,30.989,1,1,0.0,,MATERIALS,9612
GREENLIGHT CAPITAL INC,Brighthouse Financial Inc,BHF,2020-09-30,SH,3640332.0,97962000.0,3640332.0,101274000.0,7.9975,10.9808,2,3,0.0,,FINANCE,202547
GREENLIGHT CAPITAL INC,Atlas Air Worldwide Holdings Inc,AAWW,2020-09-30,SH,1506145.0,91724000.0,1417745.0,61005000.0,7.4882,6.6146,3,5,6.235254,addition,TRANSPORTS,4011
GREENLIGHT CAPITAL INC,Change Healthcare Inc,CHNG,2020-09-30,SH,5293505.0,76810000.0,5358205.0,60012000.0,6.2707,6.5069,4,6,-1.207494,reduction,INFORMATION TECHNOLOGY,211789
GREENLIGHT CAPITAL INC,Aercap Holdings N.V.,AER,2020-09-30,SH,3012680.0,75889000.0,3519008.0,108386000.0,6.1955,11.7519,5,2,-14.388373,reduction,INDUSTRIALS,4846
GREENLIGHT CAPITAL INC,SSgA SPDR Gold Shares,GLD,2020-09-30,SH,378800.0,67093000.0,61900.0,10360000.0,5.4774,1.1233,6,15,511.954766,addition,MATERIALS,3418
GREENLIGHT CAPITAL INC,Chemours Co (The),CC,2020-09-30,SH,3046949.0,63713000.0,3395949.0,52128000.0,5.2015,5.6521,7,7,-10.276951,reduction,MATERIALS,178072
GREENLIGHT CAPITAL INC,Synnex Corp,SNX,2020-09-30,SH,670432.8,38264000.0,0.0,0.0,3.1238,,8,999999,,new,INFORMATION TECHNOLOGY,7616
GREENLIGHT CAPITAL INC,VanEck Gold Miners ETF-VanEck Gold Miners ETF,GDX,2020-09-30,SH,969100.0,37950000.0,1833100.0,67238000.0,3.0982,7.2904,9,4,-47.133272,reduction,FINANCE,7342
GREENLIGHT CAPITAL INC,Teck Resources Ltd,TECK,2020-09-30,SH,2258800.0,31442000.0,2397500.0,24982000.0,2.5669,2.7087,10,9,-5.785193,reduction,MATERIALS,5572
GREENLIGHT CAPITAL INC,NCR Voyix Corp,VYX,2020-09-30,SH,2287295.87,31068000.0,0.0,0.0,2.5364,,11,999999,,new,INFORMATION TECHNOLOGY,3634
GREENLIGHT CAPITAL INC,CNX Resources Corporation,CNX,2020-09-30,SH,2809685.0,26524000.0,3040885.0,26304000.0,2.1654,2.8521,12,8,-7.60305,reduction,ENERGY,1030
