Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
COOPERMAN LEON G,Sprint Corp,S,2013-06-30,SH,95112117.0,667687000.0,65230717.0,405083000.0,10.2313,6.273,1,1,45.808787,addition,UTILITIES AND TELECOMMUNICATIONS,461
COOPERMAN LEON G,SLM Corp,SLM,2013-06-30,SH,13129328.0,300136000.0,14970463.0,306894000.0,4.5991,4.7524,2,2,-12.298451,reduction,FINANCE,892
COOPERMAN LEON G,American International Group Inc.,AIG,2013-06-30,SH,5814100.0,259890000.0,7747300.0,300750000.0,3.9824,4.6573,3,3,-24.95321,reduction,FINANCE,193
COOPERMAN LEON G,Sirius XM Holdings Inc,SIRI,2013-06-30,SH,71893003.0,240842000.0,71951203.0,221610000.0,3.6905,3.4318,4,5,-0.080888,reduction,COMMUNICATIONS,3704
COOPERMAN LEON G,QUALCOMM Inc.,QCOM,2013-06-30,SH,3750300.0,229106000.0,3300600.0,220942000.0,3.5107,3.4214,5,6,13.624795,addition,INFORMATION TECHNOLOGY,273
COOPERMAN LEON G,Linn Energy LLC Units,LINEQ,2013-06-30,SH,6265645.0,207894000.0,7158488.0,271307000.0,3.1857,4.2014,6,4,-12.472508,reduction,ENERGY,4203
COOPERMAN LEON G,Atlas Energy Inc,ATLS,2013-06-30,SH,3973567.0,194665000.0,3893671.0,171477000.0,2.9829,2.6554,7,9,2.051945,addition,ENERGY,7776
COOPERMAN LEON G,Kinder Morgan Inc. (DE),KMI,2013-06-30,SH,5037759.0,192191000.0,5042659.0,195050000.0,2.945,3.0205,8,7,-0.097171,reduction,UTILITIES AND TELECOMMUNICATIONS,111456
COOPERMAN LEON G,Motorola Solutions Inc,MSI,2013-06-30,SH,3308800.0,191017000.0,2076000.0,132926000.0,2.927,2.0584,9,18,59.38343,addition,INFORMATION TECHNOLOGY,433
COOPERMAN LEON G,NYSE EuroNext Inc.,NYX,2013-06-30,SH,4123799.0,170725000.0,4128799.0,159537000.0,2.6161,2.4705,10,12,-0.121101,reduction,FINANCE,4359
