Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
COOPERMAN LEON G,Mr Cooper Group Inc,COOP,2023-06-30,SH,3054000.0,154654560.0,3239000.0,132701830.0,8.3872,7.9886,1,2,-5.711639,reduction,FINANCE,120623
COOPERMAN LEON G,Energy Transfer Equity LP,ET,2023-06-30,SH,11912500.0,151288750.0,11000000.0,137170000.0,8.2046,8.2576,2,1,8.295455,addition,ENERGY,3779
COOPERMAN LEON G,Lithia Motors Inc Class A,LAD,2023-06-30,SH,415000.0,126205650.0,410753.0,94033684.0,6.8443,5.6608,3,6,1.033955,addition,CONSUMER DISCRETIONARY,4959
COOPERMAN LEON G,Apollo Global Management Inc,APO,2023-06-30,SH,1625000.0,124816250.0,1838400.0,116113344.0,6.769,6.99,4,4,-11.60792,reduction,FINANCE,111647
COOPERMAN LEON G,Devon Energy Corp.,DVN,2023-06-30,SH,2299900.0,111177166.0,2299900.0,116397939.0,6.0293,7.0071,5,3,0.0,,ENERGY,3594
COOPERMAN LEON G,WillScot Corp,WSC,2023-06-30,SH,2250000.0,107527500.0,2000000.0,93760000.0,5.8314,5.6443,6,7,12.5,addition,FINANCE,194279
COOPERMAN LEON G,Cigna Holding Co,CI,2023-06-30,SH,360873.0,101260964.0,360873.0,92213878.0,5.4915,5.5513,7,8,0.0,,FINANCE,11343
COOPERMAN LEON G,Microsoft Corp.,MSFT,2023-06-30,SH,245705.0,83672381.0,245705.0,70836752.0,4.5377,4.2644,8,10,0.0,,INFORMATION TECHNOLOGY,178
COOPERMAN LEON G,Ashland Inc.,ASH,2023-06-30,SH,960065.0,83439249.0,960065.0,98608276.0,4.525,5.9362,9,5,0.0,,MATERIALS,2794
COOPERMAN LEON G,Alphabet Inc. Class A,GOOGL,2023-06-30,SH,650000.0,77805000.0,850000.0,88170500.0,4.2195,5.3078,10,9,-23.529412,reduction,COMMUNICATIONS,4112
