Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
BERKSHIRE HATHAWAY INC,Wells Fargo & Co.  (Northwest Bancorporation),WFC,2015-09-30,SH,470292359.0,24149513000.0,470292359.0,26449243000.0,18.9545,24.1381,1,1,0.0,,FINANCE,309
BERKSHIRE HATHAWAY INC,Kraft Heinz Co. (The),KHC,2015-09-30,SH,325634818.0,22983305000.0,0.0,0.0,18.0392,,2,999999,,new,CONSUMER STAPLES,178038
BERKSHIRE HATHAWAY INC,Coca Cola Co.,KO,2015-09-30,SH,400000000.0,16047999000.0,400000000.0,15692001000.0,12.5958,14.3208,3,2,0.0,,CONSUMER STAPLES,386
BERKSHIRE HATHAWAY INC,International Business Machines Corp.,IBM,2015-09-30,SH,81033450.0,11747419000.0,79565115.0,12942062000.0,9.2203,11.8112,4,3,1.845451,addition,INFORMATION TECHNOLOGY,237
BERKSHIRE HATHAWAY INC,American Express Co,AXP,2015-09-30,SH,151610700.0,11238901000.0,151610700.0,11783184000.0,8.8212,10.7535,5,4,0.0,,FINANCE,368
BERKSHIRE HATHAWAY INC,Phillips 66,PSX,2015-09-30,SH,61486926.0,4724655000.0,29697948.0,2392467000.0,3.7083,2.1834,6,12,107.040992,addition,ENERGY,122450
BERKSHIRE HATHAWAY INC,Procter & Gamble Co. (OH) (1905),PG,2015-09-30,SH,52793078.0,3797934000.0,52793078.0,4130531000.0,2.9809,3.7696,7,6,0.0,,CONSUMER STAPLES,272
BERKSHIRE HATHAWAY INC,Walmart Inc,WMT,2015-09-30,SH,168555879.0,3643055000.0,181155879.0,4283129000.0,2.8594,3.9089,8,5,-6.955336,reduction,CONSUMER STAPLES,345
BERKSHIRE HATHAWAY INC,U.S. Bancorp (First National Bank of Cincinnati),USB,2015-09-30,SH,85063167.0,3488441000.0,85063167.0,3691742000.0,2.738,3.3691,9,7,0.0,,FINANCE,471
BERKSHIRE HATHAWAY INC,Davita Inc.,DVA,2015-09-30,SH,38565570.0,2789448000.0,38565570.0,3064805000.0,2.1894,2.797,10,8,0.0,,HEALTH CARE,3395
BERKSHIRE HATHAWAY INC,Moodys Corp,MCO,2015-09-30,SH,24669778.0,2422572000.0,24669778.0,2663349000.0,1.9014,2.4306,11,10,0.0,,FINANCE,2707
BERKSHIRE HATHAWAY INC,AT&T Inc. (Southwestern Bell - SBC Corp.),T,2015-09-30,SH,78540680.94,1932670000.0,0.0,0.0,1.5169,,12,999999,,new,UTILITIES AND TELECOMMUNICATIONS,200
BERKSHIRE HATHAWAY INC,Goldman Sachs Group Inc,GS,2015-09-30,SH,10959519.0,1904326000.0,12631531.0,2637337000.0,1.4947,2.4069,13,11,-13.236812,reduction,FINANCE,232
BERKSHIRE HATHAWAY INC,Charter Communications Inc,CHTR,2015-09-30,SH,10281603.0,1808020000.0,8514678.0,1458139000.0,1.4191,1.3307,14,14,20.751519,addition,COMMUNICATIONS,87254
BERKSHIRE HATHAWAY INC,General Motors Co,GM,2015-09-30,SH,50000000.0,1501000000.0,41000000.0,1366530000.0,1.1781,1.2471,15,15,21.95122,addition,CONSUMER DISCRETIONARY,107357
BERKSHIRE HATHAWAY INC,Deere & Co.,DE,2015-09-30,SH,17052110.0,1261857000.0,17310090.0,1679944000.0,0.9904,1.5331,16,13,-1.490345,reduction,INDUSTRIALS,222
BERKSHIRE HATHAWAY INC,USG Corp. (United States Gypsum),USG,2015-09-30,SH,39002016.0,1038234000.0,39002016.0,1083866000.0,0.8149,0.9892,17,16,0.0,,CONSUMER DISCRETIONARY,4059
BERKSHIRE HATHAWAY INC,Precision Castparts Corp.,PCP,2015-09-30,SH,4200792.0,964963000.0,4200792.0,839612000.0,0.7574,0.7662,18,18,0.0,,INDUSTRIALS,270
BERKSHIRE HATHAWAY INC,VeriSign Inc.,VRSN,2015-09-30,SH,12985000.0,916222000.0,12985000.0,801434000.0,0.7191,0.7314,19,19,0.0,,COMMUNICATIONS,960
BERKSHIRE HATHAWAY INC,Suncor Energy Inc.,SU,2015-09-30,SH,30000000.0,801600000.0,22354294.0,615191000.0,0.6292,0.5614,20,24,34.202404,addition,ENERGY,127
BERKSHIRE HATHAWAY INC,Bank Of New York Mellon Corp,BK,2015-09-30,SH,20112212.0,787393000.0,20680420.0,867957000.0,0.618,0.7921,21,17,-2.747565,reduction,FINANCE,2534
BERKSHIRE HATHAWAY INC,VISA Inc,V,2015-09-30,SH,9885160.0,688600000.0,9885160.0,663788000.0,0.5405,0.6058,22,22,0.0,,FINANCE,45920
BERKSHIRE HATHAWAY INC,M&T Bank Corp. (Buffalo NY) (Manufacturers & Traders Trust),MTB,2015-09-30,SH,5382040.0,656340000.0,5382040.0,672379000.0,0.5151,0.6136,23,21,0.0,,FINANCE,3627
BERKSHIRE HATHAWAY INC,Verizon Communications (Bell Atlantic Corp.),VZ,2015-09-30,SH,15000928.0,652691000.0,15000928.0,699193000.0,0.5123,0.6381,24,20,0.0,,UTILITIES AND TELECOMMUNICATIONS,286
BERKSHIRE HATHAWAY INC,Costco Co.,COST,2015-09-30,SH,4333363.0,626474000.0,4333363.0,585264000.0,0.4917,0.5341,25,25,0.0,,CONSUMER STAPLES,393
BERKSHIRE HATHAWAY INC,Axalta Coating Systems Ltd,AXTA,2015-09-30,SH,23199474.0,587875000.0,20000000.0,661600000.0,0.4614,0.6038,26,23,15.99737,addition,MATERIALS,174844
