Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Target Corp.,TGT,2010-06-30,SH,20680203.0,1016845000.0,20685503.0,1088058000.0,29.0359,32.7931,1,1,-0.025622,reduction,CONSUMER DISCRETIONARY,305
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Mondelez International Inc. (Kraft Foods),MDLZ,2010-06-30,SH,33650959.0,942226000.0,32800959.0,991901000.0,26.9052,29.895,2,2,2.591388,addition,CONSUMER STAPLES,3785
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Citigroup Inc.,C,2010-06-30,SH,14650000.0,550840000.0,0.0,0.0,15.7292,,3,999999,,new,FINANCE,216
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Automatic Data Processing Inc,ADP,2010-06-30,SH,8270027.0,332951000.0,0.0,0.0,9.5074,,4,999999,,new,INFORMATION TECHNOLOGY,201
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",General Growth Properties Inc. (DE),GGP,2010-06-30,SH,23953782.0,317627000.0,23953782.0,385416000.0,9.0698,11.6161,5,4,0.0,,REAL ESTATE,230
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",CoreCivic Inc. (Corrections Corp. of America),CXW,2010-06-30,SH,10936672.0,208672000.0,10936672.0,217203000.0,5.9586,6.5463,6,5,0.0,,REAL ESTATE,4021
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Yum! Brands Inc. (Tricon Global Restaurants),YUM,2010-06-30,SH,1907164.0,74456000.0,15200130.0,582621000.0,2.1261,17.5597,7,3,-87.452976,reduction,CONSUMER DISCRETIONARY,479
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Landrys Restaurants Inc.,LNY,2010-06-30,SH,1554255.0,38017000.0,1554255.0,27852000.0,1.0856,0.8394,8,6,0.0,,CONSUMER DISCRETIONARY,5746
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Borders Group Inc.,BGPIQ,2010-06-30,SH,10597980.0,14096000.0,10597980.0,18229000.0,0.4025,0.5494,9,7,0.0,,CONSUMER DISCRETIONARY,5056
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Greenlight Capital Re Ltd.,GLRE,2010-06-30,SH,250000.0,6298000.0,250000.0,6670000.0,0.1798,0.201,10,8,0.0,,FINANCE,6676
