Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
SOROS FUND MANAGEMENT LLC,SPDR S&P 500 ETF TRUST,SPY,2018-06-30,PUT,2307800.0,626060000.0,1020000.0,268413000.0,10.0217,4.3597,1,4,126.254902,addition,FINANCE,3962
SOROS FUND MANAGEMENT LLC,Liberty Broadband Corp Class C,LBRDK,2018-06-30,SH,7344036.0,556090000.0,7669036.0,657160000.0,8.9017,10.6738,2,1,-4.237821,reduction,COMMUNICATIONS,174492
SOROS FUND MANAGEMENT LLC,VICI Properties Inc,VICI,2018-06-30,SH,21498926.0,443738000.0,21498926.0,393860000.0,7.1032,6.3972,3,2,0.0,,REAL ESTATE,203142
SOROS FUND MANAGEMENT LLC,Caesars Entertainment Corp (delisted after merger with Eldorado,CZR,2018-06-30,SH,34498395.0,369133000.0,34498395.0,388107000.0,5.9089,6.3038,4,3,0.0,,CONSUMER DISCRETIONARY,118982
SOROS FUND MANAGEMENT LLC,NXP Semiconductors N.V.,NXPI,2018-06-30,SH,1920494.0,209852000.0,805990.0,94301000.0,3.3592,1.5317,5,11,138.277646,addition,INFORMATION TECHNOLOGY,92604
SOROS FUND MANAGEMENT LLC,Altaba Inc. (Yahoo),AABA,2018-06-30,SH,2699619.0,197639000.0,2824619.0,209135000.0,3.1637,3.3968,6,5,-4.425376,reduction,FINANCE,2412
SOROS FUND MANAGEMENT LLC,SPDR S&P 500 ETF TRUST,SPY,2018-06-30,CALL,625000.0,169550000.0,260000.0,68419000.0,2.7141,1.1113,7,17,140.384615,addition,FINANCE,3962
SOROS FUND MANAGEMENT LLC,AT&T Inc. (Southwestern Bell - SBC Corp.),T,2018-06-30,CALL,5296000.0,128440000.0,0.0,0.0,2.056,,8,999999,,new,UTILITIES AND TELECOMMUNICATIONS,200
SOROS FUND MANAGEMENT LLC,Spotify Technology SA,SPOT,2018-06-30,SH,728700.0,122596000.0,0.0,0.0,1.9625,,9,999999,,new,COMMUNICATIONS,206359
SOROS FUND MANAGEMENT LLC,ServiceSource International Inc,SREV,2018-06-30,PRN,121085000.0,118902000.0,121085000.0,119075000.0,1.9033,1.9341,10,8,0.0,,INFORMATION TECHNOLOGY,111302
SOROS FUND MANAGEMENT LLC,Tivo Corporation,TIVO,2018-06-30,PRN,116687000.0,111078000.0,116687000.0,113606000.0,1.7781,1.8452,11,9,0.0,,INFORMATION TECHNOLOGY,51057
SOROS FUND MANAGEMENT LLC,Aetna Inc.,AET,2018-06-30,SH,512928.0,94122000.0,545585.0,92204000.0,1.5067,1.4976,12,12,-5.985685,reduction,HEALTH CARE,11337
